"COMUNE";"PROVINCIA";"REGIONE";"NOME";"MACRO TIPOLOGIA";"TIPOLOGIA";"SCHEDA";"IDFEATURE";"DO_Y";"DO_X";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto Casu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=693&v=2&c=45&t=1";1,997;"40.9174319057063";"9.63137994696466";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto Istana";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=695&v=2&c=45&t=1";1,537;"40.8916380399965";"9.61482678421908";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto Oro";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=786&v=2&c=46&c1=&t=1";1,410;"41.0114537769512";"9.55215892417225";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto vitello";"Spiagge";"Ciottoli, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=711&v=2&c=45&t=1";1,806;"40.9185010543102";"9.61159902643684";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta delle saline";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=713&v=2&c=45&t=1";1,538;"40.9142207942521";"9.57678448504852";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta di volpe";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=718&v=2&c=45&t=1";1,539;"41.0362784559627";"9.55935261555771";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta Nuraghe";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=726&v=2&c=45&t=1";1,807;"41.0255580429356";"9.52822568616874";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta tronfino";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=727&v=2&c=45&t=1";1,664;"40.9057808602509";"9.59650070477225";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Razza di Junca";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=596&v=2&c=45&t=1";1,540;"41.0529082384349";"9.52301835838628";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Rena bianca";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=599&v=2&c=45&t=1";1,665;"41.0464082183196";"9.52378021029173";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Sa enas appara";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=621&v=2&c=45&t=1";1,541;"40.9015504646379";"9.62701533157256";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Sos passizzeddos";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=626&v=2&c=45&t=1";1,666;"40.9107873049015";"9.60674977401232";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia dei sassi";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=670&v=2&c=45&t=1";1,667;"41.0306047201345";"9.55592812531369";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia del Dottore";"Spiagge";"Sabbia, massi";"http://www.sardegnaturismo.it/index.php?xsl=5&s=673&v=2&c=45&t=1";1,668;"40.8995225698328";"9.62730064068736";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia delle Alghe";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=677&v=2&c=45&t=1";1,669;"41.0314363599882";"9.55502735923973";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia dello spalmatore";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=590&v=2&c=45&t=1";1,670;"40.8927964255541";"9.67869085790673";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Stagni di Olbia";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=1003";955;"40.8991873017688";"9.55946637601557";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Stagno di Cabrile";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=1003";933;"40.9129167628336";"9.56062811215756";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Stagno Le Saline";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=1003";934;"40.9064228134959";"9.56992609891633";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Stagno Tartanelle";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=1003";935;"40.8983099306348";"9.5757448620087";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Tavolara";"Isole";"Isole";"http://www.sardegnaturismo.it/index.php?xsl=5&s=958&v=2&c=58&t=1";1,249;"40.905523625215";"9.71270839934479";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Tavolara - Punta Coda Cavallo";"Aree marine protette";"Aree marine protette";"http://www.sardegnaturismo.it/index.php?xsl=15&s=31&v=2&c=44&t=1";356;"40.8857149349221";"9.73138126035736";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Teatro all'aperto";"Insediamenti antichi";"Edifici del dopoguerra";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19419";1,073;"41.0267853416552";"9.54770758990277";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Tempio a pozzo di Sa Testa";"Spazi sacri e funerari";"Templi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21295";1,491;"40.9346190178464";"9.54610482103315";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Tomba di giganti di Su Monte de S'Ape";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20738";1,492;"40.8763539752412";"9.48749615185998";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Vecchia Dogana";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2963&v=2&c=45&t=1";1,359;"40.9270418848075";"9.57095168283215";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Villa Clorinda";"Insediamenti antichi";"Edifici storicisti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19387";1,091;"40.9222388090319";"9.50155583819459";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Villa Marzano";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2967&v=2&c=45&t=1";1,632;"40.894974754478";"9.68532747739321";
"Olbia (OT)";"OLBIA-TEMPIO";"Sardegna";"Villa rustica S' Imbalconadu";"Insediamenti antichi";"Insediamenti romani";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24173";1,089;"40.8845129409425";"9.49387950663458";
"Oschiri (OT)";"OLBIA-TEMPIO";"Sardegna";"Chiesa di Nostra Signora di Castro";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17888";565;"40.7128420159682";"9.04832083311674";
"Oschiri (OT)";"OLBIA-TEMPIO";"Sardegna";"Lago di Coghinas";"Laghi";"Laghi";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=13&c1=2126&t=1&s=1127";932;"40.7501428636484";"9.04210873937465";
"Oschiri (OT)";"OLBIA-TEMPIO";"Sardegna";"Nostra Signora di Otti";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17896";501;"40.7318248024722";"9.14259603178537";
"Oschiri (OT)";"OLBIA-TEMPIO";"Sardegna";"Oschiri";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=104018";740;"40.7162165121018";"9.10822422440826";
"Oschiri (OT)";"OLBIA-TEMPIO";"Sardegna";"Sito di Castro";"Insediamenti antichi";"Insediamenti romani";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20076";1,182;"40.7046085963235";"9.03838442810995";
"Padru (OT)";"OLBIA-TEMPIO";"Sardegna";"Padru";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=104019";743;"40.7647155605905";"9.52071090408118";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Acapulco";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7640&v=2&c=45&c1=2038&t=1";2,044;"41.1869942479353";"9.37751941117608";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Baia Saraceno";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7638&v=2&c=45&c1=2038&t=1";2,049;"41.1796606713898";"9.39581766619441";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Capra";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2954&v=2&c=45&t=1";1,376;"41.1685772061618";"9.42056489117628";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Casotto";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2926&v=2&c=45&t=1";1,375;"41.17712117729";"9.39858175552819";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala di Trana - Palau";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2923&v=2&c=45&t=1";1,374;"41.2026102416648";"9.35268014060892";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Martinella";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7371&v=2&c=45&c1=2038&t=1";2,038;"41.203874151358";"9.36469757994313";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Costa Serena";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7370&v=2&c=45&t=1";2,040;"41.1908386895811";"9.34009095563122";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Golfo delle saline";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=645&v=2&c=45&t=1";1,840;"41.1583626419161";"9.4050964667123";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Isola dei gabbiani";"Spiagge";"Isole minori";"http://www.sardegnaturismo.it/index.php?xsl=5&s=650&v=2&c=45&t=1";1,998;"41.1981514874351";"9.31959904336123";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"La Galatea";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7644&v=2&c=45&c1=2038&t=1";2,045;"41.1856652403288";"9.37604560348695";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"La Sciumara";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=568&v=2&c=45&t=1";1,547;"41.1829469978926";"9.37267010020398";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Marina di Palau";"Porti";"Porto commerciale/turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=785&v=2&c=&t=1";1,392;"41.1805855708417";"9.38339621248571";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Museo Etnografico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24624&v=2&c=2487&c1=2130&visb=&t=1";5,916;"41.1787613783374";"9.38018274298662";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Orso di Palau";"Monumenti naturali";"Monumenti naturali";"http://www.sardegnaturismo.it/index.php?xsl=5&s=5868&v=2&c=3198&c1=2125&t=1";1,008;"41.1735848492151";"9.41405047268616";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Padula Piatta";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7639&v=2&c=45&c1=2038&t=1";2,041;"41.1871184042412";"9.3369423139631";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Palau";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=104020";188;"41.1806433491116";"9.38357459076264";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Palau vecchio";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=664&v=2&c=45&t=1";1,675;"41.1838748097723";"9.38377272058627";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Piscine";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7645&v=2&c=45&c1=2038&t=1";2,048;"41.1992412322374";"9.33791881040844";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto faro";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7369&v=2&c=45&c1=2038&t=1";2,042;"41.1860841145979";"9.38245541113919";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto Pollo";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=80&v=2&c=45&t=1";2,037;"41.1913889688907";"9.3217007387969";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto Rafael";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=704&v=2&c=45&t=1";1,676;"41.1931442372914";"9.36466047922992";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta Cardinalino";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7374&v=2&c=45&c1=2038&t=1";2,039;"41.1720613055514";"9.42282205877361";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta nera";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7647&v=2&c=45&c1=2038&t=1";2,050;"41.1817101771751";"9.39231689965779";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia degli Svedesi";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2951&v=2&c=45&t=1";1,625;"41.1614425035412";"9.40891459459749";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia dell'Isolotto";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7641&v=2&c=45&c1=2038&t=1";2,043;"41.1785974624143";"9.38820068258933";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia di Nelson";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7646&v=2&c=45&c1=2038&t=1";2,046;"41.1892659491519";"9.36641617320939";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia di Porto Mannu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2948&v=2&c=45&t=1";1,377;"41.1639243318691";"9.41356869673428";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Spiaggia di Talmone";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7372&v=2&c=45&t=1";2,047;"41.2013992758317";"9.33886623842453";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Tomba di giganti di Saiacciu";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24763";1,324;"41.1559891798313";"9.31996496490912";
"Palau (OT)";"OLBIA-TEMPIO";"Sardegna";"Tomba di giganti Li Mizzani";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20751";1,493;"41.1414843730622";"9.3342465771793";
"Sant'Antonio di Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Sant Antonio Di Gallura";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=104021";217;"40.9945124957214";"9.2912133866709";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Balcaccia";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=583&v=2&c=45&t=1";1,566;"41.236886010535";"9.26440826284316";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Grande - Valle della Luna";"Spiagge";"Spiagge";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7381&v=2&c=45&t=1";2,053;"41.2312814084989";"9.14796704280807";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Sanbuco";"Spiagge";"Spiagge";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7377&v=2&c=45&t=1";2,055;"41.2414530773437";"9.24684089826319";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Santa Reparata";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=627&v=2&c=45&t=1";1,814;"41.229552318333";"9.16754974463925";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Spinosa";"Spiagge";"Sabbia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=632&v=2&c=45&t=1";2,011;"41.2428123109928";"9.14723829795188";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Capo Testa rena di levante";"Spiagge";"Spiagge";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7379&v=2&c=45&t=1";2,052;"41.2367126322173";"9.16093836687705";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Capo Testa rena di ponente";"Spiagge";"Spiagge";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7383&v=2&c=45&t=1";2,051;"41.2357038632478";"9.16021131024772";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Comlesso di Lu Brandali";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20753";1,427;"41.2346193370621";"9.17619500641846";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Conca verde";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=640&v=2&c=45&t=1";1,567;"41.2183266076261";"9.28031182896394";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"La Cunchedda";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=658&v=2&c=45&t=1";2,012;"41.2116606945827";"9.27788766545482";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"La Liccia";"Spiagge";"Spiagge";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7384&v=2&c=45&t=1";2,054;"41.2193723846718";"9.16704102428494";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"La Licciola";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=662&v=2&c=45&t=1";1,815;"41.2301509184386";"9.27511653100312";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"La Licciola Nord";"Spiagge";"Sabbia, ghiaia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2959&v=2&c=45&t=1";1,365;"41.2327366753706";"9.27209108456227";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"La Marmorata";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=663&v=2&c=45&t=1";1,568;"41.2457642897827";"9.23669094658873";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto di Santa Teresa";"Porti";"Porto commerciale/turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=747&v=2&c=46&c1=&t=1";1,380;"41.2437794800097";"9.19409898800257";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto Liscia Sciumara";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=7378&v=2&c=45&t=1";1,569;"41.1903916948149";"9.30256059493786";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto Pozzo";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=700&v=2&c=45&t=1";1,816;"41.1943953036396";"9.27173068466782";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Porto quadro";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=702&v=2&c=45&t=1";1,817;"41.2469648698225";"9.21497562065071";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Pultiddolu";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=1039&v=2&c=45&t=1";1,679;"41.1820401474883";"9.16716248179091";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Rena bianca";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=608&v=2&c=45&t=1";1,570;"41.2449264650577";"9.18888239010439";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Santa Teresa Gallura";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=104022";197;"41.2429294959508";"9.19175412177915";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Taltana";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=679&v=2&c=45&t=1";1,344;"41.234897857083";"9.16209127930633";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Torre di Longonsardo";"Edifici e strutture antiche";"Torri costiere";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17931";863;"41.2455647190297";"9.19244393395195";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Valle dell'Erica";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=687&v=2&c=45&t=1";1,680;"41.2237320477419";"9.2801349949739";
"Santa Teresa Gallura (OT)";"OLBIA-TEMPIO";"Sardegna";"Zia Colomba";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=697&v=2&c=45&t=1";1,345;"41.242936483671";"9.15859010159027";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Baia Salinedda";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=577&v=2&c=45&t=1";1,812;"40.8340023684764";"9.70608921205123";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Brandinchi";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=591&v=2&c=45&t=1";1,562;"40.8352096916341";"9.68585472716228";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala d'Ambra";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=593&v=2&c=45&t=1";1,761;"40.7704676731642";"9.68226458963753";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Ghjilgolu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=605&v=2&c=45&t=1";1,563;"40.8526652941454";"9.66650891022422";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Ginepro";"Spiagge";"Sabbia, ciottoli";"http://www.sardegnaturismo.it/index.php?xsl=5&s=610&v=2&c=45&t=1";2,008;"40.8515104155439";"9.68921345407541";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Purgatorio";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2969&v=2&c=45&t=1";1,628;"40.8460073471264";"9.69384158226174";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Cala Saghefusti";"Spiagge";"Ghiaia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=625&v=2&c=45&t=1";2,009;"40.7541404968203";"9.70827795029378";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Costa Caddu";"Spiagge";"Sabbia, ghiaia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=641&v=2&c=45&t=1";1,762;"40.7585673828816";"9.69833078889523";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Isuledda";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=654&v=2&c=45&t=1";1,564;"40.7637752354747";"9.69221866273778";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"La Cinta";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=64&v=2&c=45&t=1";1,565;"40.7905171614902";"9.66997321287129";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"La Foce";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=660&v=2&c=45&t=1";1,763;"40.8089504604099";"9.68084467357987";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Le farfalle";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=575&v=2&c=45&t=1";1,764;"40.8409626018155";"9.705740043056";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Lu impostu";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=601&v=2&c=45&t=1";1,765;"40.8259622773294";"9.68079381366757";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Marina di Puntaldia";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=742&v=2&c=46&c1=&t=1";1,384;"40.8163497312046";"9.68531769794734";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Museo delle civilta' del mare";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24592&v=2&c=2487&c1=2130&visb=&t=1";5,921;"40.7793203532356";"9.67406117087857";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta est";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=723&v=2&c=45&t=1";1,766;"40.8410571429913";"9.72401720373101";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Puntaldia";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=1051&v=2&c=45&t=1";1,813;"40.8155801839654";"9.6877838687087";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Punta Molara";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=725&v=2&c=45&t=1";2,010;"40.8560131322091";"9.68641266351703";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"Salina Bamba";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=2935&v=2&c=45&t=1";1,358;"40.8375076099324";"9.69745023527612";
"San Teodoro (OT)";"OLBIA-TEMPIO";"Sardegna";"San Teodoro";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=104023";294;"40.7809661522494";"9.66467181361603";
"Telti (OT)";"OLBIA-TEMPIO";"Sardegna";"Telti";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=104024";212;"40.8757704309309";"9.35399835069311";
"Tempio Pausania (OT)";"OLBIA-TEMPIO";"Sardegna";"Chiesa di San Pietro";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21624";552;"40.9027531049346";"9.10346260577316";
